scan rate,Lambda,Expansion Term,J_ss,J_newman,Pct Dif From Levich,PCT Dif From Newman
0.1,5,0,-0.99985564,-0.9337600379441561,-0.00014438329,0.07078435242497581
0.1,5,1,-0.9222382,-0.9337600379441561,-0.0843186,-0.012339216046241518
0.1,5,2,-0.9335826,-0.9337600379441561,-0.071142495,-0.00019002099631477634
0.1,5,3,-0.93292415,-0.9337600379441561,-0.071898505,-0.0008951834407083533
0.1,5,4,-0.9330088,-0.9337600379441561,-0.07180126,-0.0008045406715367338
0.1,5,5,-0.9330529,-0.9337600379441561,-0.071750596,-0.0007573042988698336
0.1,5,6,-0.9330052,-0.9337600379441561,-0.07180537,-0.000808370647698915
