scan rate,Lambda,Expansion Term,J_ss,J_newman,Pct Dif From Levich,PCT Dif From Newman
0.1,5,0,-0.99876004,-0.9476865621243763,-0.0012414948,0.053892800100354556
0.1,5,1,-0.9413072,-0.9476865621243763,-0.062352452,-0.0067315242179784695
0.1,5,2,-0.9476884,-0.9476865621243763,-0.055199154,1.9401151066519424e-06
0.1,5,3,-0.9474039,-0.9476865621243763,-0.05551602,-0.0002982572084421883
0.1,5,4,-0.9473443,-0.9476865621243763,-0.05558243,-0.000361152101287116
0.1,5,5,-0.94736147,-0.9476865621243763,-0.0555633,-0.00034303837214777683
0.1,5,6,-0.94738424,-0.9476865621243763,-0.05553793,-0.00031901252308101446
